"","id","condcode","item","sentencetype","predictability","ROI","laterality","anteriority","window","amplitude","target","target.cloze","target.len","target.lg10WF"
"39420","4_68","4","68","new","low","8","midline","posterior","t300_500",3.17494625,"dated",0,5,2.78
"39435","4_68","4","68","new","low","9","right","posterior","t300_500",2.9323175,"dated",0,5,2.78
"39488","4_69","4","69","new","low","9","right","posterior","t300_500",-4.53752,"disqualified",0,12,1.93
"39492","4_69","4","69","new","low","7","left","posterior","t300_500",-3.30074,"disqualified",0,12,1.93
"39528","4_69","4","69","new","low","8","midline","posterior","t300_500",-4.1498,"disqualified",0,12,1.93
"39568","4_70","4","70","new","low","7","left","posterior","t300_500",4.36825,"beaten",0,6,2.79
"39596","4_70","4","70","new","low","9","right","posterior","t300_500",2.8623975,"beaten",0,6,2.79
"39599","4_70","4","70","new","low","8","midline","posterior","t300_500",4.2865,"beaten",0,6,2.79
"39641","4_71","4","71","new","low","7","left","posterior","t300_500",3.68774,"helped",0,6,3.38
"39649","4_71","4","71","new","low","9","right","posterior","t300_500",0.514528,"helped",0,6,3.38
"39671","4_71","4","71","new","low","8","midline","posterior","t300_500",2.496,"helped",0,6,3.38
"39711","4_72","4","72","new","low","7","left","posterior","t300_500",-1.247091,"caught",0,6,3.68
"39729","4_72","4","72","new","low","9","right","posterior","t300_500",0.68235,"caught",0,6,3.68
"39742","4_72","4","72","new","low","8","midline","posterior","t300_500",-0.465977,"caught",0,6,3.68
"39807","4_73","4","73","new","low","7","left","posterior","t300_500",1.255405,"fired",0,5,3.5
"39810","4_73","4","73","new","low","8","midline","posterior","t300_500",1.39670916666667,"fired",0,5,3.5
"39816","4_73","4","73","new","low","9","right","posterior","t300_500",1.918465,"fired",0,5,3.5
"39877","4_74","4","74","new","low","8","midline","posterior","t300_500",6.044125,"hired",0,5,3.23
"39882","4_74","4","74","new","low","7","left","posterior","t300_500",6.5558375,"hired",0,5,3.23
"39883","4_74","4","74","new","low","9","right","posterior","t300_500",5.7074,"hired",0,5,3.23
"39945","4_75","4","75","new","low","8","midline","posterior","t300_500",-0.205633333333333,"fired",0.065,5,3.5
"39946","4_75","4","75","new","low","7","left","posterior","t300_500",0.0489466666666667,"fired",0.065,5,3.5
"39953","4_75","4","75","new","low","9","right","posterior","t300_500",0.277813333333334,"fired",0.065,5,3.5
"40018","4_76","4","76","new","low","7","left","posterior","t300_500",-2.114277,"hired",0,5,3.23
"40025","4_76","4","76","new","low","8","midline","posterior","t300_500",-5.14762,"hired",0,5,3.23
"40027","4_76","4","76","new","low","9","right","posterior","t300_500",-5.619756,"hired",0,5,3.23
"40067","4_77","4","77","new","low","7","left","posterior","t300_500",0.712498,"defeated",0,8,2.45
"40075","4_77","4","77","new","low","8","midline","posterior","t300_500",-0.4738357,"defeated",0,8,2.45
"40086","4_77","4","77","new","low","9","right","posterior","t300_500",-0.319491,"defeated",0,8,2.45
"40117","4_78","4","78","new","low","9","right","posterior","t300_500",-2.34092333333333,"defeated",0,8,2.45
"40149","4_78","4","78","new","low","7","left","posterior","t300_500",-2.66438333333333,"defeated",0,8,2.45
"40157","4_78","4","78","new","low","8","midline","posterior","t300_500",-2.20691666666667,"defeated",0,8,2.45
"40214","4_79","4","79","new","low","9","right","posterior","t300_500",1.885875,"fired",0.032,5,3.5
"40229","4_79","4","79","new","low","7","left","posterior","t300_500",2.68435725,"fired",0.032,5,3.5
"40246","4_79","4","79","new","low","8","midline","posterior","t300_500",2.600275,"fired",0.032,5,3.5
"40262","4_80","4","80","new","low","9","right","posterior","t300_500",2.56816333333333,"cured",0,5,2.49
"40274","4_80","4","80","new","low","7","left","posterior","t300_500",2.66975916666667,"cured",0,5,2.49
"40309","4_80","4","80","new","low","8","midline","posterior","t300_500",3.10065,"cured",0,5,2.49
"40343","4_81","4","81","new","low","9","right","posterior","t300_500",0.11441,"hidden",0,6,3.04
"40356","4_81","4","81","new","low","7","left","posterior","t300_500",0.387969,"hidden",0,6,3.04
"40364","4_81","4","81","new","low","8","midline","posterior","t300_500",1.004067,"hidden",0,6,3.04
"40394","4_82","4","82","new","low","9","right","posterior","t300_500",-6.74018083333333,"scared",0,6,3.83
"40427","4_82","4","82","new","low","8","midline","posterior","t300_500",-5.76378166666667,"scared",0,6,3.83
"40433","4_82","4","82","new","low","7","left","posterior","t300_500",-5.59404,"scared",0,6,3.83
"40467","4_83","4","83","new","low","9","right","posterior","t300_500",-0.975666666666667,"used",0,4,4.24
"40514","4_83","4","83","new","low","8","midline","posterior","t300_500",-1.68691083333333,"used",0,4,4.24
"40531","4_83","4","83","new","low","7","left","posterior","t300_500",-0.772033166666667,"used",0,4,4.24
"40544","4_84","4","84","new","low","9","right","posterior","t300_500",1.92863083333333,"chosen",0.067,6,2.97
"40583","4_84","4","84","new","low","8","midline","posterior","t300_500",2.362475,"chosen",0.067,6,2.97
"40604","4_84","4","84","new","low","7","left","posterior","t300_500",3.304425,"chosen",0.067,6,2.97
"40617","4_85","4","85","new","low","9","right","posterior","t300_500",-1.2230925,"adopted",0,7,2.63
"40656","4_85","4","85","new","low","7","left","posterior","t300_500",0.2142,"adopted",0,7,2.63
"40665","4_85","4","85","new","low","8","midline","posterior","t300_500",-0.490216666666667,"adopted",0,7,2.63
"40683","4_86","4","86","new","low","9","right","posterior","t300_500",-0.1278,"dated",0,5,2.78
"40706","4_86","4","86","new","low","8","midline","posterior","t300_500",-1.28161,"dated",0,5,2.78
"40745","4_86","4","86","new","low","7","left","posterior","t300_500",-1.668746,"dated",0,5,2.78
"40754","4_87","4","87","new","low","9","right","posterior","t300_500",-2.32819166666667,"imprisoned",0.033,10,2.03
"40783","4_87","4","87","new","low","8","midline","posterior","t300_500",-3.15528083333333,"imprisoned",0.033,10,2.03
"40824","4_87","4","87","new","low","7","left","posterior","t300_500",-2.4858725,"imprisoned",0.033,10,2.03
"40825","4_88","4","88","new","low","9","right","posterior","t300_500",-1.15501583333333,"married",0,7,4.09
"40835","4_88","4","88","new","low","8","midline","posterior","t300_500",-1.743635,"married",0,7,4.09
"40895","4_88","4","88","new","low","7","left","posterior","t300_500",-1.2781075,"married",0,7,4.09
"40897","4_89","4","89","new","low","9","right","posterior","t300_500",-2.73480833333333,"knighted",0,8,1.4
"40922","4_89","4","89","new","low","8","midline","posterior","t300_500",-1.78723991666667,"knighted",0,8,1.4
"40959","4_89","4","89","new","low","7","left","posterior","t300_500",-1.12333333333333,"knighted",0,8,1.4
"40969","4_90","4","90","new","low","9","right","posterior","t300_500",8.90622583333333,"employed",0.032,8,2.32
"40972","4_90","4","90","new","low","8","midline","posterior","t300_500",9.98595666666667,"employed",0.032,8,2.32
"41037","4_90","4","90","new","low","7","left","posterior","t300_500",9.632655,"employed",0.032,8,2.32
"41041","4_91","4","91","new","low","9","right","posterior","t300_500",-2.64715833333333,"hired",0,5,3.23
"41065","4_91","4","91","new","low","7","left","posterior","t300_500",-4.2264015,"hired",0,5,3.23
"41076","4_91","4","91","new","low","8","midline","posterior","t300_500",-4.643175,"hired",0,5,3.23
"41121","4_92","4","92","new","low","9","right","posterior","t300_500",-3.04214,"helped",0.031,6,3.38
"41166","4_92","4","92","new","low","8","midline","posterior","t300_500",0.36789,"helped",0.031,6,3.38
"41170","4_92","4","92","new","low","7","left","posterior","t300_500",-0.43099,"helped",0.031,6,3.38
"41186","4_93","4","93","new","low","9","right","posterior","t300_500",4.7138175,"forgiven",0,8,2.52
"41224","4_93","4","93","new","low","8","midline","posterior","t300_500",5.1219625,"forgiven",0,8,2.52
"41239","4_93","4","93","new","low","7","left","posterior","t300_500",2.84743375,"forgiven",0,8,2.52
"41261","4_94","4","94","new","low","9","right","posterior","t300_500",2.33279,"replaced",0,8,2.63
"41304","4_94","4","94","new","low","7","left","posterior","t300_500",0.261839,"replaced",0,8,2.63
"41312","4_94","4","94","new","low","8","midline","posterior","t300_500",2.237588,"replaced",0,8,2.63
"41334","4_95","4","95","new","low","9","right","posterior","t300_500",4.42265166666667,"promoted",0,8,2.46
"41374","4_95","4","95","new","low","8","midline","posterior","t300_500",4.81306166666667,"promoted",0,8,2.46
"41397","4_95","4","95","new","low","7","left","posterior","t300_500",3.93097,"promoted",0,8,2.46
"41406","4_96","4","96","new","low","9","right","posterior","t300_500",-5.99225,"bribed",0,6,2
"41422","4_96","4","96","new","low","8","midline","posterior","t300_500",-5.084375,"bribed",0,6,2
"41462","4_96","4","96","new","low","7","left","posterior","t300_500",-3.3231425,"bribed",0,6,2
"41476","4_97","4","97","new","low","9","right","posterior","t300_500",1.390646,"converted",0,9,2.12
"41520","4_97","4","97","new","low","8","midline","posterior","t300_500",0.451054,"converted",0,9,2.12
"41541","4_97","4","97","new","low","7","left","posterior","t300_500",-0.31967,"converted",0,9,2.12
"41551","4_98","4","98","new","low","9","right","posterior","t300_500",-0.0133000000000004,"blessed",0.031,7,2.85
"41584","4_98","4","98","new","low","8","midline","posterior","t300_500",-0.39124,"blessed",0.031,7,2.85
"41613","4_98","4","98","new","low","7","left","posterior","t300_500",1.42235,"blessed",0.031,7,2.85
"41624","4_99","4","99","new","low","9","right","posterior","t300_500",-5.916333,"called",0.031,6,4.24
"41675","4_99","4","99","new","low","8","midline","posterior","t300_500",-5.976296,"called",0.031,6,4.24
"41685","4_99","4","99","new","low","7","left","posterior","t300_500",-4.750599,"called",0.031,6,4.24
"41695","4_100","4","100","new","low","9","right","posterior","t300_500",2.63455416666667,"cited",0,5,1.59
"41721","4_100","4","100","new","low","7","left","posterior","t300_500",4.44695416666667,"cited",0,5,1.59
"41758","4_100","4","100","new","low","8","midline","posterior","t300_500",2.86538583333333,"cited",0,5,1.59
"41771","4_101","4","101","new","low","9","right","posterior","t300_500",-4.63808333333333,"prayed",0,6,2.38
"41816","4_101","4","101","new","low","7","left","posterior","t300_500",-3.4039,"prayed",0,6,2.38
"41832","4_101","4","101","new","low","8","midline","posterior","t300_500",-5.47807416666667,"prayed",0,6,2.38
"41854","4_102","4","102","new","low","9","right","posterior","t300_500",-5.10283083333333,"targeted",0,8,2.05
"41857","4_102","4","102","new","low","7","left","posterior","t300_500",-3.7982675,"targeted",0,8,2.05
"41895","4_102","4","102","new","low","8","midline","posterior","t300_500",-3.99494166666667,"targeted",0,8,2.05
"41933","4_103","4","103","new","low","9","right","posterior","t300_500",-2.85499,"rewarded",0,8,2.18
"41955","4_103","4","103","new","low","8","midline","posterior","t300_500",-3.06913,"rewarded",0,8,2.18
"41974","4_103","4","103","new","low","7","left","posterior","t300_500",-1.396671,"rewarded",0,8,2.18
"42006","4_104","4","104","new","low","9","right","posterior","t300_500",4.606696,"used",0,4,4.24
"42047","4_104","4","104","new","low","8","midline","posterior","t300_500",4.684496,"used",0,4,4.24
"42048","4_104","4","104","new","low","7","left","posterior","t300_500",4.097307,"used",0,4,4.24
"42063","4_105","4","105","new","low","9","right","posterior","t300_500",-0.2331027,"promoted",0,8,2.46
"42115","4_105","4","105","new","low","7","left","posterior","t300_500",1.637064,"promoted",0,8,2.46
"42120","4_105","4","105","new","low","8","midline","posterior","t300_500",0.941525,"promoted",0,8,2.46
"42125","4_106","4","106","new","low","9","right","posterior","t300_500",-2.87773,"promoted",0,8,2.46
"42186","4_106","4","106","new","low","8","midline","posterior","t300_500",-3.706192,"promoted",0,8,2.46
"42190","4_106","4","106","new","low","7","left","posterior","t300_500",-2.358943,"promoted",0,8,2.46
"42208","4_107","4","107","new","low","7","left","posterior","t300_500",2.47306,"hit",0,3,4.15
"42220","4_107","4","107","new","low","9","right","posterior","t300_500",-1.105522,"hit",0,3,4.15
"42257","4_107","4","107","new","low","8","midline","posterior","t300_500",-0.118121,"hit",0,3,4.15
"42301","4_108","4","108","new","low","9","right","posterior","t300_500",3.75455377,"tagged",0,6,1.99
"42319","4_108","4","108","new","low","7","left","posterior","t300_500",3.869883,"tagged",0,6,1.99
"42333","4_108","4","108","new","low","8","midline","posterior","t300_500",3.7933129,"tagged",0,6,1.99
"42351","4_109","4","109","new","low","9","right","posterior","t300_500",5.39809166666667,"sentenced",0,9,2.33
"42393","4_109","4","109","new","low","8","midline","posterior","t300_500",3.89441666666667,"sentenced",0,9,2.33
"42401","4_109","4","109","new","low","7","left","posterior","t300_500",3.8928,"sentenced",0,9,2.33
"42421","4_110","4","110","new","low","9","right","posterior","t300_500",-0.00234512083333321,"struck",0,6,2.92
"42461","4_110","4","110","new","low","7","left","posterior","t300_500",-2.66592083333333,"struck",0,6,2.92
"42474","4_110","4","110","new","low","8","midline","posterior","t300_500",-0.699925,"struck",0,6,2.92
"42494","4_111","4","111","new","low","9","right","posterior","t300_500",-2.95369,"yelled",0,6,2.5
"42540","4_111","4","111","new","low","7","left","posterior","t300_500",-0.681503,"yelled",0,6,2.5
"42547","4_111","4","111","new","low","8","midline","posterior","t300_500",-1.187383,"yelled",0,6,2.5
"42568","4_112","4","112","new","low","7","left","posterior","t300_500",-0.1494125,"recommended",0,11,2.44
"42590","4_112","4","112","new","low","9","right","posterior","t300_500",-1.091425,"recommended",0,11,2.44
"42620","4_112","4","112","new","low","8","midline","posterior","t300_500",-2.24233625,"recommended",0,11,2.44
"42637","4_113","4","113","new","low","7","left","posterior","t300_500",-0.415013333333333,"taught",0,6,3.35
"42658","4_113","4","113","new","low","9","right","posterior","t300_500",-1.34828333333333,"taught",0,6,3.35
"42693","4_113","4","113","new","low","8","midline","posterior","t300_500",-1.13289833333333,"taught",0,6,3.35
"42732","4_114","4","114","new","low","9","right","posterior","t300_500",2.490405,"hired",0.033,5,3.23
"42748","4_114","4","114","new","low","7","left","posterior","t300_500",4.31527166666667,"hired",0.033,5,3.23
"42763","4_114","4","114","new","low","8","midline","posterior","t300_500",3.1607025,"hired",0.033,5,3.23
"42811","4_115","4","115","new","low","7","left","posterior","t300_500",-2.64824166666667,"detained",0.029,8,2.1
"42828","4_115","4","115","new","low","9","right","posterior","t300_500",-2.85083333333333,"detained",0.029,8,2.1
"42831","4_115","4","115","new","low","8","midline","posterior","t300_500",-3.27686666666667,"detained",0.029,8,2.1
"42857","4_116","4","116","new","low","9","right","posterior","t300_500",2.991497,"supported",0.03,9,2.27
"42869","4_116","4","116","new","low","7","left","posterior","t300_500",5.602331,"supported",0.03,9,2.27
"42902","4_116","4","116","new","low","8","midline","posterior","t300_500",3.71021,"supported",0.03,9,2.27
"42929","4_117","4","117","new","low","9","right","posterior","t300_500",0.7962475,"caught",0,6,3.68
"42952","4_117","4","117","new","low","7","left","posterior","t300_500",-1.2476,"caught",0,6,3.68
"42979","4_117","4","117","new","low","8","midline","posterior","t300_500",-1.816145,"caught",0,6,3.68
"43013","4_118","4","118","new","low","9","right","posterior","t300_500",-2.35632,"awarded",0,7,2.1
"43037","4_118","4","118","new","low","8","midline","posterior","t300_500",-2.29503,"awarded",0,7,2.1
"43041","4_118","4","118","new","low","7","left","posterior","t300_500",-2.991125,"awarded",0,7,2.1
"43084","4_119","4","119","new","low","9","right","posterior","t300_500",-0.611755,"promoted",0,8,2.46
"43117","4_119","4","119","new","low","7","left","posterior","t300_500",-1.600637,"promoted",0,8,2.46
"43122","4_119","4","119","new","low","8","midline","posterior","t300_500",-1.54097,"promoted",0,8,2.46
"43152","4_120","4","120","new","low","9","right","posterior","t300_500",-0.6501056,"cast",0,4,3.07
"43175","4_120","4","120","new","low","8","midline","posterior","t300_500",-2.376414,"cast",0,4,3.07
"43185","4_120","4","120","new","low","7","left","posterior","t300_500",-1.9978451,"cast",0,4,3.07
"43210","2_1","2","1","old","low","9","right","posterior","t300_500",-3.7866125,"evicted",0,7,1.86
"43238","2_1","2","1","old","low","7","left","posterior","t300_500",-0.70540125,"evicted",0,7,1.86
"43245","2_1","2","1","old","low","8","midline","posterior","t300_500",-2.855575,"evicted",0,7,1.86
"43295","2_2","2","2","old","low","7","left","posterior","t300_500",0.64387,"hired",0,5,3.23
"43301","2_2","2","2","old","low","9","right","posterior","t300_500",0.33743,"hired",0,5,3.23
"43313","2_2","2","2","old","low","8","midline","posterior","t300_500",-0.27874,"hired",0,5,3.23
"43369","2_3","2","3","old","low","8","midline","posterior","t300_500",-2.70735,"captured",0,8,2.79
"43393","2_3","2","3","old","low","7","left","posterior","t300_500",-0.12825625,"captured",0,8,2.79
"43402","2_3","2","3","old","low","9","right","posterior","t300_500",-2.069425,"captured",0,8,2.79
"43460","2_4","2","4","old","low","7","left","posterior","t300_500",3.17656786666667,"promoted",0,8,2.46
"43474","2_4","2","4","old","low","9","right","posterior","t300_500",1.50241,"promoted",0,8,2.46
"43483","2_4","2","4","old","low","8","midline","posterior","t300_500",1.48233658333333,"promoted",0,8,2.46
"43508","2_5","2","5","old","low","7","left","posterior","t300_500",1.9988275,"punished",0,8,2.72
"43509","2_5","2","5","old","low","9","right","posterior","t300_500",3.16615,"punished",0,8,2.72
"43552","2_5","2","5","old","low","8","midline","posterior","t300_500",2.4297575,"punished",0,8,2.72
"43613","2_6","2","6","old","low","7","left","posterior","t300_500",-1.23436666666667,"praised",0,7,1.94
"43614","2_6","2","6","old","low","9","right","posterior","t300_500",-4.69576583333333,"praised",0,7,1.94
"43621","2_6","2","6","old","low","8","midline","posterior","t300_500",-3.86182333333333,"praised",0,7,1.94
"43669","2_7","2","7","old","low","9","right","posterior","t300_500",1.75303166666667,"served",0,6,3
"43678","2_7","2","7","old","low","7","left","posterior","t300_500",1.1271,"served",0,6,3
"43682","2_7","2","7","old","low","8","midline","posterior","t300_500",1.193225,"served",0,6,3
"43725","2_8","2","8","old","low","9","right","posterior","t300_500",9.029325,"yelled",0,6,2.5
"43733","2_8","2","8","old","low","7","left","posterior","t300_500",7.7346925,"yelled",0,6,2.5
"43751","2_8","2","8","old","low","8","midline","posterior","t300_500",7.16482,"yelled",0,6,2.5
"43807","2_9","2","9","old","low","9","right","posterior","t300_500",-1.29428,"treated",0.063,7,3.09
"43828","2_9","2","9","old","low","7","left","posterior","t300_500",-0.101602,"treated",0.063,7,3.09
"43832","2_9","2","9","old","low","8","midline","posterior","t300_500",0.0798429999999999,"treated",0.063,7,3.09
"43856","2_10","2","10","old","low","7","left","posterior","t300_500",1.6113375,"recommended",0.067,11,2.44
"43860","2_10","2","10","old","low","9","right","posterior","t300_500",2.45210083333333,"recommended",0.067,11,2.44
"43905","2_10","2","10","old","low","8","midline","posterior","t300_500",2.28159166666667,"recommended",0.067,11,2.44
"43926","2_11","2","11","old","low","9","right","posterior","t300_500",-0.979878,"adopted",0,7,2.63
"43981","2_11","2","11","old","low","7","left","posterior","t300_500",-0.572057,"adopted",0,7,2.63
"43983","2_11","2","11","old","low","8","midline","posterior","t300_500",0.892295,"adopted",0,7,2.63
"44002","2_12","2","12","old","low","9","right","posterior","t300_500",1.051309,"punished",0,8,2.72
"44051","2_12","2","12","old","low","8","midline","posterior","t300_500",1.0144,"punished",0,8,2.72
"44055","2_12","2","12","old","low","7","left","posterior","t300_500",1.361169,"punished",0,8,2.72
"44067","2_13","2","13","old","low","9","right","posterior","t300_500",-6.5580125,"promoted",0,8,2.46
"44122","2_13","2","13","old","low","8","midline","posterior","t300_500",-5.06519,"promoted",0,8,2.46
"44133","2_13","2","13","old","low","7","left","posterior","t300_500",-6.27245,"promoted",0,8,2.46
"44189","2_14","2","14","old","low","8","midline","posterior","t300_500",-2.2371,"treated",0,7,3.09
"44199","2_14","2","14","old","low","7","left","posterior","t300_500",-3.5398375,"treated",0,7,3.09
"44201","2_14","2","14","old","low","9","right","posterior","t300_500",0.1670375,"treated",0,7,3.09
"44245","2_15","2","15","old","low","9","right","posterior","t300_500",-0.153169,"hired",0,5,3.23
"44271","2_15","2","15","old","low","7","left","posterior","t300_500",2.34514,"hired",0,5,3.23
"44272","2_15","2","15","old","low","8","midline","posterior","t300_500",0.27295,"hired",0,5,3.23
"44326","2_16","2","16","old","low","9","right","posterior","t300_500",11.6939308333333,"slain",0,5,1.97
"44342","2_16","2","16","old","low","8","midline","posterior","t300_500",8.76385833333333,"slain",0,5,1.97
"44352","2_16","2","16","old","low","7","left","posterior","t300_500",8.58145833333333,"slain",0,5,1.97
"44374","2_17","2","17","old","low","9","right","posterior","t300_500",2.10000833333333,"rescued",0,7,2.44
"44419","2_17","2","17","old","low","7","left","posterior","t300_500",0.245526666666667,"rescued",0,7,2.44
"44423","2_17","2","17","old","low","8","midline","posterior","t300_500",0.837376666666667,"rescued",0,7,2.44
"44428","2_18","2","18","old","low","9","right","posterior","t300_500",-7.07199,"fought",0,6,3.13
"44465","2_18","2","18","old","low","8","midline","posterior","t300_500",-7.64261,"fought",0,6,3.13
"44491","2_18","2","18","old","low","7","left","posterior","t300_500",-8.04552,"fought",0,6,3.13
"44558","2_19","2","19","old","low","7","left","posterior","t300_500",0.21287875,"tipped",0,6,2.39
"44562","2_19","2","19","old","low","9","right","posterior","t300_500",-1.1988125,"tipped",0,6,2.39
"44567","2_19","2","19","old","low","8","midline","posterior","t300_500",-0.1642375,"tipped",0,6,2.39
"44601","2_20","2","20","old","low","9","right","posterior","t300_500",-9.38064,"sued",0,4,2.4
"44619","2_20","2","20","old","low","8","midline","posterior","t300_500",-12.098056,"sued",0,4,2.4
"44631","2_20","2","20","old","low","7","left","posterior","t300_500",-9.93085,"sued",0,4,2.4
"44670","2_21","2","21","old","low","9","right","posterior","t300_500",1.624225,"promoted",0,8,2.46
"44695","2_21","2","21","old","low","8","midline","posterior","t300_500",2.6945025,"promoted",0,8,2.46
"44699","2_21","2","21","old","low","7","left","posterior","t300_500",4.04689083333333,"promoted",0,8,2.46
"44765","2_22","2","22","old","low","9","right","posterior","t300_500",-2.71550916666667,"invited",0,7,3.31
"44771","2_22","2","22","old","low","8","midline","posterior","t300_500",-1.97013666666667,"invited",0,7,3.31
"44783","2_22","2","22","old","low","7","left","posterior","t300_500",-2.3921675,"invited",0,7,3.31
"44820","2_23","2","23","old","low","8","midline","posterior","t300_500",-1.97858,"fired",0,5,3.5
"44845","2_23","2","23","old","low","9","right","posterior","t300_500",0.612354166666667,"fired",0,5,3.5
"44854","2_23","2","23","old","low","7","left","posterior","t300_500",-1.48178246666667,"fired",0,5,3.5
"44902","2_24","2","24","old","low","9","right","posterior","t300_500",-3.10163166666667,"chosen",0,6,2.97
"44920","2_24","2","24","old","low","8","midline","posterior","t300_500",-3.2884825,"chosen",0,6,2.97
"44928","2_24","2","24","old","low","7","left","posterior","t300_500",-1.77387666666667,"chosen",0,6,2.97
"44957","2_25","2","25","old","low","9","right","posterior","t300_500",5.74275833333333,"caught",0,6,3.68
"44983","2_25","2","25","old","low","8","midline","posterior","t300_500",6.65591666666667,"caught",0,6,3.68
"44997","2_25","2","25","old","low","7","left","posterior","t300_500",5.78205916666667,"caught",0,6,3.68
"45040","2_26","2","26","old","low","8","midline","posterior","t300_500",4.87632083333333,"used",0,4,4.24
"45052","2_26","2","26","old","low","9","right","posterior","t300_500",4.88726666666667,"used",0,4,4.24
"45072","2_26","2","26","old","low","7","left","posterior","t300_500",4.15374333333333,"used",0,4,4.24
"45096","2_27","2","27","old","low","8","midline","posterior","t300_500",2.999965,"recruited",0,9,2.15
"45107","2_27","2","27","old","low","9","right","posterior","t300_500",2.60531375,"recruited",0,9,2.15
"45142","2_27","2","27","old","low","7","left","posterior","t300_500",2.58033125,"recruited",0,9,2.15
"45168","2_28","2","28","old","low","9","right","posterior","t300_500",-4.4436782,"robbed",0,6,2.89
"45201","2_28","2","28","old","low","8","midline","posterior","t300_500",-3.9917,"robbed",0,6,2.89
"45213","2_28","2","28","old","low","7","left","posterior","t300_500",-3.168442,"robbed",0,6,2.89
"45246","2_29","2","29","old","low","9","right","posterior","t300_500",0.0762040000000001,"summoned",0,8,2.18
"45285","2_29","2","29","old","low","8","midline","posterior","t300_500",-2.273924,"summoned",0,8,2.18
"45286","2_29","2","29","old","low","7","left","posterior","t300_500",-1.528045,"summoned",0,8,2.18
"45345","2_30","2","30","old","low","9","right","posterior","t300_500",-0.102575833333333,"used",0,4,4.24
"45353","2_30","2","30","old","low","8","midline","posterior","t300_500",-0.463058333333333,"used",0,4,4.24
"45360","2_30","2","30","old","low","7","left","posterior","t300_500",1.417025,"used",0,4,4.24
"45424","2_31","2","31","old","low","8","midline","posterior","t300_500",0.691410833333333,"defeated",0,8,2.45
"45425","2_31","2","31","old","low","9","right","posterior","t300_500",0.0707775,"defeated",0,8,2.45
"45428","2_31","2","31","old","low","7","left","posterior","t300_500",2.64827425,"defeated",0,8,2.45
"45489","2_32","2","32","old","low","8","midline","posterior","t300_500",6.35586608333333,"bribed",0,6,2
"45498","2_32","2","32","old","low","9","right","posterior","t300_500",6.84730333333333,"bribed",0,6,2
"45501","2_32","2","32","old","low","7","left","posterior","t300_500",5.93908333333333,"bribed",0,6,2
"45546","2_33","2","33","old","low","9","right","posterior","t300_500",-0.8609475,"worshipped",0,10,2
"45550","2_33","2","33","old","low","8","midline","posterior","t300_500",0.756475833333334,"worshipped",0,10,2
"45567","2_33","2","33","old","low","7","left","posterior","t300_500",-2.0964875,"worshipped",0,10,2
"45609","2_34","2","34","old","low","7","left","posterior","t300_500",3.400425,"eaten",0,5,2.97
"45637","2_34","2","34","old","low","9","right","posterior","t300_500",1.6259425,"eaten",0,5,2.97
"45641","2_34","2","34","old","low","8","midline","posterior","t300_500",1.10274125,"eaten",0,5,2.97
"45685","2_35","2","35","old","low","9","right","posterior","t300_500",0.79140625,"married",0.033,7,4.09
"45691","2_35","2","35","old","low","7","left","posterior","t300_500",1.2594,"married",0.033,7,4.09
"45699","2_35","2","35","old","low","8","midline","posterior","t300_500",1.314875,"married",0.033,7,4.09
"45740","2_36","2","36","old","low","9","right","posterior","t300_500",2.99990833333333,"invested",0,8,2.31
"45784","2_36","2","36","old","low","8","midline","posterior","t300_500",1.7356575,"invested",0,8,2.31
"45790","2_36","2","36","old","low","7","left","posterior","t300_500",1.91531916666667,"invested",0,8,2.31
"45834","2_37","2","37","old","low","9","right","posterior","t300_500",2.81309166666667,"shot",0.032,4,4.06
"45851","2_37","2","37","old","low","8","midline","posterior","t300_500",2.20810333333333,"shot",0.032,4,4.06
"45853","2_37","2","37","old","low","7","left","posterior","t300_500",2.61647583333333,"shot",0.032,4,4.06
"45869","2_38","2","38","old","low","9","right","posterior","t300_500",0.36086,"protected",0,9,2.74
"45907","2_38","2","38","old","low","8","midline","posterior","t300_500",0.700216,"protected",0,9,2.74
"45912","2_38","2","38","old","low","7","left","posterior","t300_500",0.0457179999999998,"protected",0,9,2.74
"45980","2_39","2","39","old","low","7","left","posterior","t300_500",3.59951666666667,"saved",0,5,3.55
"45989","2_39","2","39","old","low","9","right","posterior","t300_500",2.00988,"saved",0,5,3.55
"46006","2_39","2","39","old","low","8","midline","posterior","t300_500",2.56422166666667,"saved",0,5,3.55
"46054","2_40","2","40","old","low","8","midline","posterior","t300_500",0.55088,"slain",0,5,1.97
"46063","2_40","2","40","old","low","7","left","posterior","t300_500",1.347995,"slain",0,5,1.97
"46075","2_40","2","40","old","low","9","right","posterior","t300_500",2.417784,"slain",0,5,1.97
"46110","2_41","2","41","old","low","9","right","posterior","t300_500",2.93836,"beaten",0,6,2.79
"46138","2_41","2","41","old","low","8","midline","posterior","t300_500",2.18088,"beaten",0,6,2.79
"46149","2_41","2","41","old","low","7","left","posterior","t300_500",3.2265,"beaten",0,6,2.79
"46195","2_42","2","42","old","low","9","right","posterior","t300_500",-3.071322,"saved",0,5,3.55
"46198","2_42","2","42","old","low","8","midline","posterior","t300_500",-2.868307,"saved",0,5,3.55
"46202","2_42","2","42","old","low","7","left","posterior","t300_500",-0.770773,"saved",0,5,3.55
"46251","2_43","2","43","old","low","9","right","posterior","t300_500",1.15167,"punished",0,8,2.72
"46256","2_43","2","43","old","low","7","left","posterior","t300_500",2.66948,"punished",0,8,2.72
