"","id","condcode","item","sentencetype","predictability","ROI","laterality","anteriority","window","amplitude","target","target.cloze","target.len","target.lg10WF"
"30814","8_188","8","188","merp","low","8","midline","posterior","t300_500",-0.105293181818182,"woods",0,5,3.17
"30822","8_189","8","189","merp","low","7","left","posterior","t300_500",-2.934306,"spaghetti",0,9,2.48
"30855","8_189","8","189","merp","low","9","right","posterior","t300_500",-3.3356355,"spaghetti",0,9,2.48
"30875","8_189","8","189","merp","low","8","midline","posterior","t300_500",-3.842035,"spaghetti",0,9,2.48
"30898","8_190","8","190","merp","low","7","left","posterior","t300_500",0.0280284999999999,"door",0,4,4.17
"30935","8_190","8","190","merp","low","9","right","posterior","t300_500",-1.05506,"door",0,4,4.17
"30947","8_190","8","190","merp","low","8","midline","posterior","t300_500",-0.6443005,"door",0,4,4.17
"30985","8_191","8","191","merp","low","7","left","posterior","t300_500",0.3248625,"back",0,4,5.01
"30989","8_191","8","191","merp","low","9","right","posterior","t300_500",0.01688625,"back",0,4,5.01
"31001","8_191","8","191","merp","low","8","midline","posterior","t300_500",-0.0354112500000001,"back",0,4,5.01
"31064","8_192","8","192","merp","low","7","left","posterior","t300_500",1.47832409090909,"pie",0,3,3.17
"31081","8_192","8","192","merp","low","9","right","posterior","t300_500",1.95372477272727,"pie",0,3,3.17
"31098","8_192","8","192","merp","low","8","midline","posterior","t300_500",0.549391818181818,"pie",0,3,3.17
"31108","8_193","8","193","merp","low","7","left","posterior","t300_500",0.472872727272727,"hair",0,4,3.89
"31131","8_193","8","193","merp","low","9","right","posterior","t300_500",-0.463064090909091,"hair",0,4,3.89
"31162","8_193","8","193","merp","low","8","midline","posterior","t300_500",0.154717272727273,"hair",0,4,3.89
"31181","8_194","8","194","merp","low","7","left","posterior","t300_500",1.989742,"decision",0,8,3.45
"31200","8_194","8","194","merp","low","9","right","posterior","t300_500",-0.361744,"decision",0,8,3.45
"31209","8_194","8","194","merp","low","8","midline","posterior","t300_500",0.9881505,"decision",0,8,3.45
"31259","8_195","8","195","merp","low","7","left","posterior","t300_500",-0.472344545454545,"coins",0,5,2.34
"31281","8_195","8","195","merp","low","8","midline","posterior","t300_500",-1.44425681818182,"coins",0,5,2.34
"31292","8_195","8","195","merp","low","9","right","posterior","t300_500",-0.327382727272727,"coins",0,5,2.34
"31326","8_196","8","196","merp","low","7","left","posterior","t300_500",1.72337731818182,"file",0,4,3.35
"31344","8_196","8","196","merp","low","9","right","posterior","t300_500",0.573638181818182,"file",0,4,3.35
"31388","8_196","8","196","merp","low","8","midline","posterior","t300_500",2.40299439363636,"file",0,4,3.35
"31403","8_197","8","197","merp","low","7","left","posterior","t300_500",-1.171015875,"toy",0,3,2.93
"31425","8_197","8","197","merp","low","9","right","posterior","t300_500",-2.414313125,"toy",0,3,2.93
"31457","8_197","8","197","merp","low","8","midline","posterior","t300_500",-1.63070125,"toy",0,3,2.93
"31477","8_198","8","198","merp","low","9","right","posterior","t300_500",-2.68304,"education",0,9,3
"31481","8_198","8","198","merp","low","7","left","posterior","t300_500",-2.7346885,"education",0,9,3
"31514","8_198","8","198","merp","low","8","midline","posterior","t300_500",-2.87383,"education",0,9,3
"31564","8_199","8","199","merp","low","9","right","posterior","t300_500",-2.61625625,"bird",0,4,3.37
"31583","8_199","8","199","merp","low","7","left","posterior","t300_500",-0.9372375,"bird",0,4,3.37
"31591","8_199","8","199","merp","low","8","midline","posterior","t300_500",-2.4457975,"bird",0,4,3.37
"31611","8_200","8","200","merp","low","7","left","posterior","t300_500",2.8169184,"toast",0,5,3.23
"31672","8_200","8","200","merp","low","8","midline","posterior","t300_500",1.526085,"toast",0,5,3.23
"31673","8_200","8","200","merp","low","9","right","posterior","t300_500",-0.585735,"toast",0,5,3.23
"31696","8_201","8","201","merp","low","7","left","posterior","t300_500",-0.1191335,"salt",0,4,3
"31714","8_201","8","201","merp","low","8","midline","posterior","t300_500",-2.6269175,"salt",0,4,3
"31729","8_201","8","201","merp","low","9","right","posterior","t300_500",-1.582116,"salt",0,4,3
"31773","8_202","8","202","merp","low","7","left","posterior","t300_500",-0.307128795,"bus",0,3,3.58
"31782","8_202","8","202","merp","low","9","right","posterior","t300_500",-1.990331,"bus",0,3,3.58
"31783","8_202","8","202","merp","low","8","midline","posterior","t300_500",-0.5452955,"bus",0,3,3.58
"31849","8_203","8","203","merp","low","9","right","posterior","t300_500",-6.034733,"emails",0,6,1.6
"31854","8_203","8","203","merp","low","7","left","posterior","t300_500",-4.9365785,"emails",0,6,1.6
"31873","8_203","8","203","merp","low","8","midline","posterior","t300_500",-4.91246,"emails",0,6,1.6
"31900","8_204","8","204","merp","low","7","left","posterior","t300_500",1.716611,"mall",0,4,2.98
"31917","8_204","8","204","merp","low","8","midline","posterior","t300_500",0.0665015,"mall",0,4,2.98
"31967","8_204","8","204","merp","low","9","right","posterior","t300_500",-0.9186195,"mall",0,4,2.98
"31973","8_205","8","205","merp","low","7","left","posterior","t300_500",0.174636958333333,"house",0,5,4.42
"32032","8_205","8","205","merp","low","9","right","posterior","t300_500",-0.776572916666667,"house",0,5,4.42
"32037","8_205","8","205","merp","low","8","midline","posterior","t300_500",-0.241770833333333,"house",0,5,4.42
"32049","8_206","8","206","merp","low","9","right","posterior","t300_500",-2.83603927777778,"pasta",0,5,2.34
"32055","8_206","8","206","merp","low","7","left","posterior","t300_500",-2.98132944444444,"pasta",0,5,2.34
"32102","8_206","8","206","merp","low","8","midline","posterior","t300_500",-2.7384,"pasta",0,5,2.34
"32143","8_207","8","207","merp","low","8","midline","posterior","t300_500",2.332817,"deer",0,4,2.65
"32156","8_207","8","207","merp","low","9","right","posterior","t300_500",2.744652,"deer",0,4,2.65
"32160","8_207","8","207","merp","low","7","left","posterior","t300_500",2.6506105,"deer",0,4,2.65
"32211","8_208","8","208","merp","low","7","left","posterior","t300_500",2.96018363636364,"work",0,4,4.61
"32234","8_208","8","208","merp","low","8","midline","posterior","t300_500",2.91502272727273,"work",0,4,4.61
"32242","8_208","8","208","merp","low","9","right","posterior","t300_500",1.96995213636364,"work",0,4,4.61
"32260","8_209","8","209","merp","low","7","left","posterior","t300_500",-0.5481875,"painting",0,8,3.17
"32318","8_209","8","209","merp","low","9","right","posterior","t300_500",-0.188786666666667,"painting",0,8,3.17
"32320","8_209","8","209","merp","low","8","midline","posterior","t300_500",-0.681952083333333,"painting",0,8,3.17
"32352","8_210","8","210","merp","low","7","left","posterior","t300_500",3.99932,"noise",0,5,3.25
"32382","8_210","8","210","merp","low","8","midline","posterior","t300_500",4.8048395,"noise",0,5,3.25
"32400","8_210","8","210","merp","low","9","right","posterior","t300_500",4.3387705,"noise",0,5,3.25
"32407","8_211","8","211","merp","low","7","left","posterior","t300_500",-2.8079485,"boy",0,3,4.43
"32424","8_211","8","211","merp","low","8","midline","posterior","t300_500",-4.115582,"boy",0,3,4.43
"32447","8_211","8","211","merp","low","9","right","posterior","t300_500",-3.3380065,"boy",0,3,4.43
"32492","8_212","8","212","merp","low","8","midline","posterior","t300_500",8.0850025,"lawnmower",0,9,1.4
"32494","8_212","8","212","merp","low","7","left","posterior","t300_500",8.66073,"lawnmower",0,9,1.4
"32529","8_212","8","212","merp","low","9","right","posterior","t300_500",6.65988,"lawnmower",0,9,1.4
"32552","8_213","8","213","merp","low","9","right","posterior","t300_500",-1.7536566,"bushes",0,6,2.4
"32557","8_213","8","213","merp","low","8","midline","posterior","t300_500",-1.697213,"bushes",0,6,2.4
"32568","8_213","8","213","merp","low","7","left","posterior","t300_500",-0.974745,"bushes",0,6,2.4
"32617","8_214","8","214","merp","low","7","left","posterior","t300_500",-4.780305,"mother",0,6,4.39
"32643","8_214","8","214","merp","low","9","right","posterior","t300_500",-4.85054265,"mother",0,6,4.39
"32685","8_214","8","214","merp","low","8","midline","posterior","t300_500",-5.494415,"mother",0,6,4.39
"32701","8_215","8","215","merp","low","9","right","posterior","t300_500",-2.00653,"flowers",0,7,3.39
"32703","8_215","8","215","merp","low","7","left","posterior","t300_500",-1.90315777777778,"flowers",0,7,3.39
"32726","8_215","8","215","merp","low","8","midline","posterior","t300_500",-2.49427277777778,"flowers",0,7,3.39
"32778","8_216","8","216","merp","low","7","left","posterior","t300_500",-0.0260561111111112,"bleach",0,6,2.08
"32794","8_216","8","216","merp","low","8","midline","posterior","t300_500",-2.02273777777778,"bleach",0,6,2.08
"32827","8_216","8","216","merp","low","9","right","posterior","t300_500",-2.60237055555556,"bleach",0,6,2.08
"32833","8_217","8","217","merp","low","7","left","posterior","t300_500",0.85195125,"dust",0,4,3.09
"32848","8_217","8","217","merp","low","8","midline","posterior","t300_500",-0.217771875,"dust",0,4,3.09
"32900","8_217","8","217","merp","low","9","right","posterior","t300_500",0.625874375,"dust",0,4,3.09
"32913","8_218","8","218","merp","low","9","right","posterior","t300_500",0.3687425,"transplant",0,10,2.42
"32924","8_218","8","218","merp","low","7","left","posterior","t300_500",0.9899555,"transplant",0,10,2.42
"32953","8_218","8","218","merp","low","8","midline","posterior","t300_500",0.1385738,"transplant",0,10,2.42
"32984","8_219","8","219","merp","low","7","left","posterior","t300_500",-7.85097935,"panda",0,5,2.04
"33028","8_219","8","219","merp","low","9","right","posterior","t300_500",-8.3858705,"panda",0,5,2.04
"33036","8_219","8","219","merp","low","8","midline","posterior","t300_500",-8.82586,"panda",0,5,2.04
"33084","8_220","8","220","merp","low","9","right","posterior","t300_500",-2.1351345,"clothes",0,7,3.71
"33095","8_220","8","220","merp","low","7","left","posterior","t300_500",-0.653013,"clothes",0,7,3.71
"33114","8_220","8","220","merp","low","8","midline","posterior","t300_500",-1.73597,"clothes",0,7,3.71
"33157","8_221","8","221","merp","low","7","left","posterior","t300_500",-1.33984,"dinner",0,6,4.01
"33166","8_221","8","221","merp","low","9","right","posterior","t300_500",-4.2731175,"dinner",0,6,4.01
"33178","8_221","8","221","merp","low","8","midline","posterior","t300_500",-3.5499055,"dinner",0,6,4.01
"33197","8_222","8","222","merp","low","7","left","posterior","t300_500",0.891978636363636,"novel",0,5,2.71
"33232","8_222","8","222","merp","low","8","midline","posterior","t300_500",0.00889477272727278,"novel",0,5,2.71
"33256","8_222","8","222","merp","low","9","right","posterior","t300_500",0.272959090909091,"novel",0,5,2.71
"33268","8_223","8","223","merp","low","7","left","posterior","t300_500",-1.021145,"purse",0,5,3
"33286","8_223","8","223","merp","low","9","right","posterior","t300_500",-2.10743388888889,"purse",0,5,3
"33312","8_223","8","223","merp","low","8","midline","posterior","t300_500",-2.08208333333333,"purse",0,5,3
"33352","8_224","8","224","merp","low","7","left","posterior","t300_500",-1.47999272727273,"dress",0,5,3.65
"33382","8_224","8","224","merp","low","9","right","posterior","t300_500",-2.25245,"dress",0,5,3.65
"33393","8_224","8","224","merp","low","8","midline","posterior","t300_500",-2.646795,"dress",0,5,3.65
"33423","8_225","8","225","merp","low","9","right","posterior","t300_500",1.11667727272727,"milk",0,4,3.34
"33435","8_225","8","225","merp","low","7","left","posterior","t300_500",0.783423181818182,"milk",0,4,3.34
"33446","8_225","8","225","merp","low","8","midline","posterior","t300_500",0.172036818181818,"milk",0,4,3.34
"33533","8_226","8","226","merp","low","9","right","posterior","t300_500",-6.458539,"tea",0,3,3.48
"33539","8_226","8","226","merp","low","8","midline","posterior","t300_500",-7.414026,"tea",0,3,3.48
"33541","8_226","8","226","merp","low","7","left","posterior","t300_500",-5.810415,"tea",0,3,3.48
"33574","8_227","8","227","merp","low","9","right","posterior","t300_500",4.43034222222222,"news",0,4,3.92
"33582","8_227","8","227","merp","low","7","left","posterior","t300_500",3.80149222222222,"news",0,4,3.92
"33624","8_227","8","227","merp","low","8","midline","posterior","t300_500",4.40302344444444,"news",0,4,3.92
"33639","8_228","8","228","merp","low","7","left","posterior","t300_500",-1.04468291666667,"card",0,4,3.64
"33647","8_228","8","228","merp","low","9","right","posterior","t300_500",-1.41217395833333,"card",0,4,3.64
"33695","8_228","8","228","merp","low","8","midline","posterior","t300_500",-0.94390875,"card",0,4,3.64
"33715","8_229","8","229","merp","low","7","left","posterior","t300_500",-3.59300875,"bathroom",0,8,3.5
"33747","8_229","8","229","merp","low","8","midline","posterior","t300_500",-5.241825,"bathroom",0,8,3.5
"33763","8_229","8","229","merp","low","9","right","posterior","t300_500",-4.91311208333333,"bathroom",0,8,3.5
"33784","8_230","8","230","merp","low","7","left","posterior","t300_500",-1.06107090909091,"weeds",0,5,2.09
"33832","8_230","8","230","merp","low","9","right","posterior","t300_500",-1.64052136363636,"weeds",0,5,2.09
"33834","8_230","8","230","merp","low","8","midline","posterior","t300_500",-1.43765363636364,"weeds",0,5,2.09
"33847","8_231","8","231","merp","low","7","left","posterior","t300_500",3.02847909090909,"bikes",0,5,2.16
"33874","8_231","8","231","merp","low","9","right","posterior","t300_500",2.02193409090909,"bikes",0,5,2.16
"33906","8_231","8","231","merp","low","8","midline","posterior","t300_500",2.62021772727273,"bikes",0,5,2.16
"33941","8_232","8","232","merp","low","7","left","posterior","t300_500",-2.74805777777778,"earrings",0,8,2.5
"33953","8_232","8","232","merp","low","9","right","posterior","t300_500",-2.91255,"earrings",0,8,2.5
"33981","8_232","8","232","merp","low","8","midline","posterior","t300_500",-3.03717277777778,"earrings",0,8,2.5
"33991","8_233","8","233","merp","low","7","left","posterior","t300_500",1.90844285714286,"rocks",0,5,3.07
"34005","8_233","8","233","merp","low","9","right","posterior","t300_500",-1.94759,"rocks",0,5,3.07
"34035","8_233","8","233","merp","low","8","midline","posterior","t300_500",-0.849364285714286,"rocks",0,5,3.07
"34096","8_234","8","234","merp","low","9","right","posterior","t300_500",0.42416,"shoes",0,5,3.58
"34099","8_234","8","234","merp","low","8","midline","posterior","t300_500",0.32612875,"shoes",0,5,3.58
"34100","8_234","8","234","merp","low","7","left","posterior","t300_500",-0.12818875,"shoes",0,5,3.58
"34180","8_235","8","235","merp","low","8","midline","posterior","t300_500",-1.67954772727273,"alarm",0,5,3.18
"34183","8_235","8","235","merp","low","7","left","posterior","t300_500",-1.21982036363636,"alarm",0,5,3.18
"34199","8_235","8","235","merp","low","9","right","posterior","t300_500",-2.21211481818182,"alarm",0,5,3.18
"34237","8_236","8","236","merp","low","7","left","posterior","t300_500",2.36718808333333,"candy",0,5,3.26
"34269","8_236","8","236","merp","low","8","midline","posterior","t300_500",1.38250333333333,"candy",0,5,3.26
"34272","8_236","8","236","merp","low","9","right","posterior","t300_500",2.12635666666667,"candy",0,5,3.26
"34297","8_237","8","237","merp","low","7","left","posterior","t300_500",-2.9549235,"belly",0,5,2.9
"34335","8_237","8","237","merp","low","9","right","posterior","t300_500",-5.6368692,"belly",0,5,2.9
"34341","8_237","8","237","merp","low","8","midline","posterior","t300_500",-5.4656155,"belly",0,5,2.9
"34366","8_238","8","238","merp","low","7","left","posterior","t300_500",0.584804166666667,"chicken",0,7,3.5
